
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
389.625,um,Surface,Distance from Origin,11,1000018760,19162,
380.601,um,Surface,Distance from Origin,11,1000018858,19163,
392.108,um,Surface,Distance from Origin,11,1000019114,19164,
391.598,um,Surface,Distance from Origin,11,1000018816,19165,
389.927,um,Surface,Distance from Origin,11,1000018970,19166,
394.837,um,Surface,Distance from Origin,11,1000018930,19167,
390.537,um,Surface,Distance from Origin,11,1000018761,19168,
392.768,um,Surface,Distance from Origin,11,1000018762,19169,
399.935,um,Surface,Distance from Origin,11,1000018933,19170,
436.039,um,Surface,Distance from Origin,11,1000018764,19171,
415.59,um,Surface,Distance from Origin,11,1000018794,19172,
443.584,um,Surface,Distance from Origin,11,1000018978,19173,
431.593,um,Surface,Distance from Origin,11,1000018766,19174,
456.159,um,Surface,Distance from Origin,11,1000018867,19175,
462.786,um,Surface,Distance from Origin,11,1000018768,19176,
481.62,um,Surface,Distance from Origin,11,1000018799,19177,
492.451,um,Surface,Distance from Origin,11,1000018904,19178,
359.048,um,Surface,Distance from Origin,11,1000018996,19179,
342.913,um,Surface,Distance from Origin,11,1000019180,19180,
308.482,um,Surface,Distance from Origin,11,1000019133,19181,
324.919,um,Surface,Distance from Origin,11,1000019087,19182,
300.461,um,Surface,Distance from Origin,11,1000018773,19183,
280.045,um,Surface,Distance from Origin,11,1000019003,19184,
284.417,um,Surface,Distance from Origin,11,1000019002,19185,
284.885,um,Surface,Distance from Origin,11,1000018913,19186,
275.985,um,Surface,Distance from Origin,11,1000019004,19187,
277.344,um,Surface,Distance from Origin,11,1000018774,19188,
283.11,um,Surface,Distance from Origin,11,1000019049,19189,
273.083,um,Surface,Distance from Origin,11,1000019007,19190,
260.698,um,Surface,Distance from Origin,11,1000019191,19191,
246.71,um,Surface,Distance from Origin,11,1000018776,19192,
250.048,um,Surface,Distance from Origin,11,1000018777,19193,
198.571,um,Surface,Distance from Origin,11,1000018778,19194,
248.852,um,Surface,Distance from Origin,11,1000018964,19195,
209.952,um,Surface,Distance from Origin,11,1000018779,19196,
335.404,um,Surface,Distance from Origin,12,1000019152,19197,
376.225,um,Surface,Distance from Origin,12,1000018770,19198,
380.297,um,Surface,Distance from Origin,12,1000018812,19199,
360.477,um,Surface,Distance from Origin,12,1000018947,19200,
372.383,um,Surface,Distance from Origin,12,1000018755,19201,
