
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
3051,,Surface,5,Image 1,11,1000018794,19172,
4399,,Surface,5,Image 1,11,1000018978,19173,
4191,,Surface,5,Image 1,11,1000018766,19174,
502,,Surface,5,Image 1,11,1000018867,19175,
5463,,Surface,5,Image 1,11,1000018768,19176,
6759,,Surface,5,Image 1,11,1000018799,19177,
510,,Surface,5,Image 1,11,1000018904,19178,
1788,,Surface,5,Image 1,11,1000018996,19179,
1457,,Surface,5,Image 1,11,1000019180,19180,
837,,Surface,5,Image 1,11,1000019133,19181,
2065,,Surface,5,Image 1,11,1000019087,19182,
1785,,Surface,5,Image 1,11,1000018773,19183,
683,,Surface,5,Image 1,11,1000019003,19184,
255,,Surface,5,Image 1,11,1000019002,19185,
2040,,Surface,5,Image 1,11,1000018913,19186,
1976,,Surface,5,Image 1,11,1000019004,19187,
1785,,Surface,5,Image 1,11,1000018774,19188,
3708,,Surface,5,Image 1,11,1000019049,19189,
2892,,Surface,5,Image 1,11,1000019007,19190,
705,,Surface,5,Image 1,11,1000019191,19191,
2110,,Surface,5,Image 1,11,1000018776,19192,
344,,Surface,5,Image 1,11,1000018777,19193,
1142,,Surface,5,Image 1,11,1000018778,19194,
806,,Surface,5,Image 1,11,1000018964,19195,
3840,,Surface,5,Image 1,11,1000018779,19196,
8172,,Surface,5,Image 1,12,1000019152,19197,
3570,,Surface,5,Image 1,12,1000018770,19198,
1530,,Surface,5,Image 1,12,1000018812,19199,
1011,,Surface,5,Image 1,12,1000018947,19200,
4756,,Surface,5,Image 1,12,1000018755,19201,
4316,,Surface,5,Image 1,12,1000019064,19202,
2295,,Surface,5,Image 1,12,1000018788,19203,
510,,Surface,5,Image 1,12,1000019109,19204,
2175,,Surface,5,Image 1,12,1000018759,19205,
2211,,Surface,5,Image 1,12,1000019108,19206,
3915,,Surface,5,Image 1,12,1000018760,19207,
510,,Surface,5,Image 1,12,1000018858,19208,
3984,,Surface,5,Image 1,12,1000019114,19209,
1530,,Surface,5,Image 1,12,1000018816,19210,
3240,,Surface,5,Image 1,12,1000018970,19211,
1099,,Surface,5,Image 1,12,1000018930,19212,
5872,,Surface,5,Image 1,12,1000018761,19213,
1891,,Surface,5,Image 1,12,1000018762,19214,
510,,Surface,5,Image 1,12,1000018933,19215,
9943,,Surface,5,Image 1,12,1000019216,19216,
4463,,Surface,5,Image 1,12,1000018764,19217,
5096,,Surface,5,Image 1,12,1000018978,19218,
3809,,Surface,5,Image 1,12,1000018766,19219,
5408,,Surface,5,Image 1,12,1000018768,19220,
5671,,Surface,5,Image 1,12,1000018799,19221,
510,,Surface,5,Image 1,12,1000018904,19222,
12142,,Surface,5,Image 1,12,1000019150,19223,
929,,Surface,5,Image 1,12,1000019180,19224,
2510,,Surface,5,Image 1,12,1000018996,19225,
952,,Surface,5,Image 1,12,1000019133,19226,
600,,Surface,5,Image 1,12,1000019087,19227,
1530,,Surface,5,Image 1,12,1000018773,19228,
4396,,Surface,5,Image 1,12,1000019003,19229,
714,,Surface,5,Image 1,12,1000019002,19230,
1965,,Surface,5,Image 1,12,1000018913,19231,
2867,,Surface,5,Image 1,12,1000019004,19232,
1785,,Surface,5,Image 1,12,1000018774,19233,
3140,,Surface,5,Image 1,12,1000019049,19234,
4232,,Surface,5,Image 1,12,1000019007,19235,
415,,Surface,5,Image 1,12,1000019191,19236,
1888,,Surface,5,Image 1,12,1000018776,19237,
657,,Surface,5,Image 1,12,1000018964,19238,
2390,,Surface,5,Image 1,12,1000018779,19239,
1949,,Surface,5,Image 1,13,1000019240,19240,
3009,,Surface,5,Image 1,13,1000018812,19241,
1984,,Surface,5,Image 1,13,1000018947,19242,
4035,,Surface,5,Image 1,13,1000019064,19243,
3492,,Surface,5,Image 1,13,1000018755,19244,
2519,,Surface,5,Image 1,13,1000019109,19245,
